Time, setTemp,  currentTemp 
2016/09/26 10:53:41, 20.5, 25.5
2016/09/26 10:58:41, 20.5, 25.5
2016/09/26 11:03:41, 20.5, 25.5
2016/09/26 11:08:42, 20.5, 25.6
2016/09/26 11:13:42, 20.5, 25.6
2016/09/26 11:18:42, 20.5, 26.3
2016/09/26 11:23:42, 20.5, 26.4
2016/09/26 11:28:42, 20.5, 26.2
2016/09/26 11:33:42, 20.5, 26.4
